account_id,customer_id,tenure_months,num_referrals,has_internet_service,internet_type,has_unlimited_data,has_phone_service,has_multiple_lines,has_premium_tech_support,has_online_security,has_online_backup,has_device_protection,contract_type,paperless_billing,payment_method,avg_long_distance_fee_monthly,total_long_distance_fee,avg_gb_download_monthly,stream_tv,stream_movie,stream_music,total_monthly_fee,total_charges_quarter,total_refunds,gender,age,senior_citizen,married,num_dependents,zip_code,city_name,population,customer_status,churn_label,churn_category,churn_reason
VSPX-DLBHZ,8709-KRDVL,33,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,16.57,546.81,30,Yes,Yes,Yes,100.0,3320.6,0.0,Female,44,No,No,0,96085,Scott Bar,88,Stayed,No,,
WWRW-NLWHF,9194-GFVOI,42,4,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,9.84,413.28,52,Yes,Yes,Yes,84.35,3571.6,0.0,Female,25,No,Yes,0,96142,Tahoma,1291,Stayed,No,,
GENF-VYGEI,9581-GVBXT,59,0,Yes,DSL,Yes,No,No,No,Yes,No,Yes,One Year,No,Credit Card,0.0,0.0,19,No,No,No,34.8,1980.3,0.0,Male,59,No,Yes,2,93455,Santa Maria,37364,Stayed,No,,
MQMY-TVVOX,0455-ENTCR,66,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,42.85,2828.1,21,Yes,Yes,Yes,85.25,5538.35,0.0,Male,58,No,Yes,0,95327,Jamestown,9559,Stayed,No,,
QKPD-PNQEA,0547-HURJB,12,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,19.38,232.56,0,No,No,No,21.05,235.8,0.0,Male,19,No,No,2,95620,Dixon,18529,Stayed,No,,
OFWA-MTACX,0643-OKLRP,47,1,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,38.31,1800.57,7,No,No,No,80.35,3825.85,0.0,Female,73,Yes,Yes,0,91702,Azusa,57775,Churned,Yes,Dissatisfaction,Network reliability
QDZJ-QZKHW,0824-VWDPO,45,0,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,One Year,No,Bank Withdrawal,1.57,70.65,30,No,Yes,Yes,96.75,4442.75,0.0,Female,58,No,No,0,95519,Mckinleyville,15921,Stayed,No,,
VDRN-RBBTI,1135-HIORI,64,3,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,39.37,2519.68,53,Yes,Yes,Yes,111.45,7266.95,0.0,Female,48,No,Yes,3,94514,Byron,10153,Stayed,No,,
TSHS-SZYVG,1262-OPMFY,9,1,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,31.75,285.75,25,No,No,No,75.75,655.9,0.0,Female,46,No,Yes,0,92130,San Diego,28201,Churned,Yes,Competitor,Competitor made better offer
ZXVF-ZKYAF,1309-BXVOQ,21,1,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,21.83,458.43,59,Yes,Yes,Yes,106.1,2249.95,0.0,Male,27,No,Yes,0,96071,Old Station,182,Churned,Yes,Price,Long distance charges
SLIO-JCEJK,1930-BZLHI,21,0,No,None,No,Yes,No,No,No,No,No,One Year,Yes,Credit Card,22.53,473.13,0,No,No,No,20.35,422.7,0.0,Male,31,No,No,0,95012,Castroville,8582,Stayed,No,,
TJST-OXRGU,1998-VHJHK,27,0,No,None,No,Yes,No,No,No,No,No,One Year,No,Credit Card,20.18,544.86,0,No,No,No,19.15,501.35,0.0,Female,36,No,No,0,93101,Santa Barbara,31727,Stayed,No,,
MPET-QFTWN,2254-DLXRI,1,0,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,Credit Card,18.0,18.0,23,No,No,No,79.15,79.15,0.0,Female,33,No,No,0,91504,Burbank,25882,Joined,No,,
KFKO-YTWKT,2946-KIQSP,35,0,Yes,Cable,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,0.0,0.0,12,No,No,No,33.45,1175.85,0.0,Female,59,No,No,0,92028,Fallbrook,42239,Stayed,No,,
TPYY-LAZKR,3059-NGMXB,14,8,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Month-to-Month,No,Credit Card,2.96,41.44,76,No,Yes,Yes,69.2,944.65,0.0,Male,52,No,Yes,3,95124,San Jose,45257,Stayed,No,,
DFDV-MNYAT,3794-NFNCH,30,10,Yes,DSL,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,23.16,694.8,6,No,No,No,50.0,1474.9,0.0,Male,53,No,Yes,0,96008,Bella Vista,899,Stayed,No,,
FAWQ-CCKLG,4143-OOBWZ,5,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,25.11,125.55,26,No,No,No,81.3,416.3,0.0,Male,33,No,Yes,0,93726,Fresno,39148,Churned,Yes,Attitude,Attitude of service provider
IBPC-UYJIE,4236-UJPWO,2,0,Yes,DSL,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,0.0,0.0,5,No,No,No,24.5,46.4,0.0,Female,34,No,No,0,95002,Alviso,2147,Joined,No,,
PLHF-EEKPJ,4238-JSSWH,35,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,45.13,1579.55,10,Yes,Yes,Yes,102.05,3452.55,0.0,Female,70,Yes,Yes,0,93257,Porterville,65566,Stayed,No,,
OUNN-ZDEUX,4291-YZODP,7,0,No,None,No,Yes,No,No,No,No,No,One Year,No,Credit Card,49.66,347.62,0,No,No,No,20.05,96.8,0.0,Female,56,No,No,3,94070,San Carlos,28098,Stayed,No,,
FESV-GBIMZ,4351-QLCSU,1,0,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,32.74,32.74,26,Yes,No,No,55.0,55.0,0.0,Female,47,No,No,0,95971,Quincy,6189,Churned,Yes,Price,Long distance charges
FEZI-KTKDG,4365-MSDYN,8,7,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,22.34,178.72,0,No,No,No,19.55,161.15,0.0,Male,38,No,Yes,0,92672,San Clemente,34946,Stayed,No,,
CDQD-JCEGV,4402-FTBXC,54,0,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,27.17,1467.18,24,Yes,No,No,89.8,4667.0,0.0,Male,55,No,No,0,95449,Hopland,1373,Stayed,No,,
MDDJ-QEISG,5035-PGZXH,56,0,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,32.43,1816.08,2,Yes,Yes,Yes,106.8,5914.4,0.0,Female,49,No,No,0,95926,Chico,35808,Stayed,No,,
JSZC-HPKIC,5197-LQXXH,71,9,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,13.41,952.11,18,Yes,Yes,Yes,83.3,5894.5,37.44,Female,56,No,Yes,0,95983,Taylorsville,513,Stayed,No,,
SGTA-ZUZYO,5285-MVEHD,56,1,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,34.1,1909.6,13,Yes,Yes,Yes,105.6,6068.65,0.0,Female,35,No,Yes,0,94087,Sunnyvale,50070,Stayed,No,,
BTGE-DYJSG,5295-PCJOO,4,0,Yes,Cable,No,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,9.77,39.08,16,No,No,No,49.4,184.4,0.0,Male,44,No,No,2,90805,Long Beach,91664,Churned,Yes,Other,Don't know
NYNM-QKSMK,5324-KTGCG,71,5,No,None,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,44.82,3182.22,0,No,No,No,20.85,1539.75,0.0,Male,55,No,Yes,0,94608,Emeryville,24589,Stayed,No,,
EQRC-UIPBO,5906-CVLHP,45,1,Yes,Cable,Yes,Yes,No,Yes,No,Yes,No,One Year,Yes,Credit Card,42.04,1891.8,26,No,No,No,54.15,2319.8,0.0,Female,60,No,Yes,0,91748,Rowland Heights,46342,Churned,Yes,Attitude,Attitude of service provider
SYSF-HUTTP,6064-PUPMC,23,4,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,One Year,No,Credit Card,37.86,870.78,30,No,No,No,57.2,1423.35,0.0,Male,59,No,Yes,2,96118,Loyalton,1822,Stayed,No,,
RSBI-GBPFT,6371-NZYEG,16,9,Yes,DSL,Yes,Yes,No,No,Yes,No,Yes,Two Year,No,Credit Card,23.31,372.96,27,Yes,No,No,64.25,1024.0,0.0,Male,38,No,Yes,0,90814,Long Beach,19034,Stayed,No,,
TUOP-GZLAO,6479-SZPLM,36,2,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,32.3,1162.8,0,No,No,No,19.45,754.5,0.0,Male,26,No,Yes,2,92805,Anaheim,68802,Stayed,No,,
XTJW-KQNAT,6814-ZPWFQ,51,0,No,None,No,Yes,Yes,No,No,No,No,One Year,No,Bank Withdrawal,3.11,158.61,0,No,No,No,25.0,1260.7,0.0,Male,67,Yes,No,0,91350,Santa Clarita,40077,Stayed,No,,
ADTS-FFMMB,7096-UCLNH,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,11.1,11.1,0,No,No,No,20.05,20.05,0.0,Male,30,No,No,0,92335,Fontana,82630,Joined,No,,
ZCFD-FIOPM,7270-BDIOA,22,0,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,12.19,268.18,23,Yes,No,No,90.0,1993.8,0.0,Female,60,No,No,0,95955,Maxwell,1146,Churned,Yes,Dissatisfaction,Limited range of services
SUER-JFTQF,7398-SKNQZ,3,5,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,2.97,8.91,7,Yes,Yes,Yes,94.9,273.2,0.0,Female,51,No,Yes,0,90241,Downey,40152,Joined,No,,
XTCI-JPTCA,7602-DBTOU,71,2,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,37.83,2685.93,0,No,No,No,19.6,1416.5,0.0,Female,46,No,Yes,0,94121,San Francisco,42476,Stayed,No,,
QRVQ-XWGPN,7711-GQBZC,71,1,No,None,No,Yes,Yes,No,No,No,No,Two Year,No,Bank Withdrawal,19.49,1383.79,0,No,No,No,24.7,1810.55,0.0,Female,42,No,Yes,1,95207,Stockton,49965,Stayed,No,,
LPMV-BDYAJ,7967-HYCDE,8,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,41.93,335.44,59,No,No,Yes,70.7,553.4,0.0,Male,26,No,No,0,91978,Spring Valley,7863,Stayed,No,,
FKNO-GUFKR,8085-MSNLK,62,3,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,42.68,2646.16,51,Yes,Yes,Yes,113.95,6891.4,0.0,Female,21,No,Yes,0,95124,San Jose,45257,Stayed,No,,
XZWO-JQJMO,8152-VETUR,72,7,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Two Year,Yes,Credit Card,28.59,2058.48,58,Yes,Yes,Yes,97.7,6869.7,0.0,Female,26,No,Yes,0,93514,Bishop,13309,Stayed,No,,
OKGM-WXUZW,8181-YHCMF,68,8,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Two Year,No,Credit Card,0.0,0.0,15,Yes,Yes,Yes,60.3,4109.0,0.0,Female,44,No,Yes,0,91941,La Mesa,44652,Stayed,No,,
NYQG-EUEYM,8309-PPCED,72,1,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,46.23,3328.56,18,Yes,Yes,Yes,110.45,7982.5,0.0,Female,33,No,Yes,0,93444,Nipomo,15405,Stayed,No,,
NZOL-JFSNC,8350-NYMVI,39,0,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0.0,8,No,No,No,41.1,1597.05,0.0,Female,35,No,No,0,95973,Chico,26971,Stayed,No,,
AGJG-ZKKIP,8564-LDKFL,40,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,29.46,1178.4,28,Yes,Yes,Yes,106.0,4178.65,47.02,Male,37,No,Yes,0,96010,Big Bar,269,Stayed,No,,
GOWA-OASJR,9039-RBEEE,39,0,Yes,Cable,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,0.0,0.0,48,Yes,No,No,48.95,1880.85,0.0,Male,27,No,No,0,95050,Santa Clara,36349,Churned,Yes,Price,Price too high
SKEN-JFPSD,9086-YJYXS,34,0,Yes,Cable,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,5.39,183.26,52,Yes,Yes,Yes,77.2,2753.8,0.0,Male,23,No,Yes,1,95046,San Martin,5671,Stayed,No,,
TJMS-QQNHW,9297-EONCV,72,0,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,44.21,3183.12,22,Yes,Yes,Yes,91.35,6697.2,0.0,Female,47,No,No,0,94536,Fremont,66543,Stayed,No,,
HSJN-NKLOX,9314-IJWSQ,14,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,26.58,372.12,53,Yes,No,No,84.8,1203.9,0.0,Female,46,No,Yes,3,95957,Meridian,776,Stayed,No,,
FZBN-AZXPT,9481-IEBZY,72,6,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,30.3,2181.6,14,Yes,Yes,Yes,112.9,8061.5,0.0,Male,69,Yes,Yes,0,92567,Nuevo,7344,Stayed,No,,
ZLGR-GTOPX,9675-ICXCT,72,8,Yes,Cable,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,35.07,2525.04,53,Yes,Yes,Yes,80.8,5728.55,0.0,Male,23,No,Yes,0,92021,El Cajon,61872,Stayed,No,,
WXRM-GHTYH,9894-QMIMJ,23,0,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,One Year,No,Bank Withdrawal,9.04,207.92,8,No,No,No,55.8,1327.85,0.0,Female,55,No,No,0,91602,North Hollywood,16996,Stayed,No,,
PJSM-TPEXG,0056-EPFBG,20,4,Yes,Cable,Yes,No,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,0.0,0.0,22,No,No,No,39.4,825.4,0.0,Male,33,No,Yes,1,96003,Redding,41476,Stayed,No,,
OHHH-QQFAI,0723-FDLAY,44,0,Yes,Cable,No,Yes,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,49.57,2181.08,21,Yes,Yes,Yes,85.25,3704.15,0.0,Male,54,No,No,0,95717,Gold Run,407,Stayed,No,,
SHKG-UCXAZ,0868-VJRDR,64,1,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,4.76,304.64,8,Yes,Yes,Yes,104.05,6605.55,0.0,Male,61,No,Yes,0,96016,Cassel,344,Stayed,No,,
PQLL-MNIZQ,0869-PAPRP,26,4,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,46.24,1202.24,4,Yes,No,No,85.7,2067.0,0.0,Female,68,Yes,Yes,0,93256,Pixley,4198,Stayed,No,,
LZUR-TDIFT,1206-EHBDD,56,9,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Two Year,No,Bank Withdrawal,4.24,237.44,15,No,No,No,80.3,4513.65,0.0,Female,56,No,Yes,0,94572,Rodeo,8506,Stayed,No,,
MPVR-VEDPR,1207-BLKSA,52,1,No,None,No,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,19.21,998.92,0,No,No,No,23.05,1255.1,0.0,Female,42,No,Yes,2,94061,Redwood City,35737,Stayed,No,,
ZALT-NIWOW,1213-NGCUN,6,0,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,48.89,293.34,22,No,No,No,49.65,267.35,0.0,Female,49,No,No,0,92111,San Diego,46828,Churned,Yes,Dissatisfaction,Lack of self-service on Website
LOTP-VWYIZ,1614-JBEBI,8,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,26.47,211.76,0,No,No,No,20.7,137.6,0.0,Female,59,No,No,0,95634,Georgetown,2723,Stayed,No,,
RPWZ-SPULH,1725-MIMXW,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,48.96,48.96,0,No,No,No,19.45,19.45,0.0,Male,42,No,No,0,95545,Honeydew,82,Churned,Yes,Dissatisfaction,Poor expertise of phone support
QCRO-EXXIO,2266-FUBDZ,15,2,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,46.47,697.05,0,No,No,No,19.35,278.85,0.0,Male,19,No,Yes,3,94115,San Francisco,33122,Stayed,No,,
VTOK-KYBMR,2519-ERQOJ,33,0,Yes,Cable,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,0.0,0.0,11,Yes,Yes,No,54.6,1803.7,0.0,Male,74,Yes,No,0,92241,Desert Hot Springs,5529,Stayed,No,,
NXSM-JRMDO,2522-WLNSF,34,2,Yes,Cable,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,12.33,419.22,23,Yes,No,No,64.2,2106.3,0.0,Female,74,Yes,Yes,0,93441,Los Olivos,1317,Stayed,No,,
QQPF-VGYDZ,2786-GCDPI,50,0,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,17.65,882.5,29,Yes,Yes,No,104.95,5222.35,0.0,Female,75,Yes,No,0,92268,Pioneertown,354,Stayed,No,,
MITD-EXWUE,2805-AUFQN,25,0,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,13.93,348.25,0,No,No,No,19.8,475.2,0.0,Female,42,No,No,0,93673,Traver,646,Stayed,No,,
ZBRO-KLPIA,2889-FPWRM,72,1,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,34.87,2510.64,8,Yes,Yes,Yes,117.8,8684.8,0.0,Male,31,No,Yes,0,95519,Mckinleyville,15921,Churned,Yes,Competitor,Competitor offered higher download speeds
LPUQ-WKDQG,3088-LHEFH,11,0,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,10.06,110.66,48,No,No,No,79.0,929.3,0.0,Female,28,No,No,0,95726,Pollock Pines,8577,Stayed,No,,
XCFX-XKFUT,3308-MHOOC,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,17.89,17.89,0,No,No,No,19.2,19.2,0.0,Male,37,No,No,3,95565,Scotia,1125,Joined,No,,
NZCC-PIWJP,3727-OWVYD,35,0,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Mailed Check,38.38,1343.3,82,No,No,No,61.2,2021.2,0.0,Male,24,No,No,0,91906,Campo,3133,Stayed,No,,
ORRC-FYBIB,3764-MNMOI,46,0,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,30.99,1425.54,0,No,No,No,19.2,908.15,0.0,Male,49,No,No,0,91905,Boulevard,1509,Stayed,No,,
ATAO-SFZZG,4315-MURBD,12,0,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,34.92,419.04,23,Yes,Yes,Yes,98.9,1120.95,0.0,Female,64,No,No,0,94066,San Bruno,39566,Churned,Yes,Price,Price too high
QTRE-EFSYW,4325-NFSKC,19,0,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,28.12,534.28,25,Yes,No,No,90.6,1660.0,0.0,Male,68,Yes,No,0,90272,Pacific Palisades,22548,Churned,Yes,Price,Extra data charges
PUXQ-JFGDQ,4480-MBMLB,36,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,28.41,1022.76,4,Yes,Yes,Yes,104.8,3886.45,0.0,Female,52,No,No,0,90066,Los Angeles,55204,Stayed,No,,
EJUR-YPYKQ,4546-FOKWR,16,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,13.04,208.64,16,No,No,No,74.75,1129.35,39.99,Female,35,No,No,0,95032,Los Gatos,24443,Stayed,No,,
TSXE-FMLDG,4676-WLUHT,54,0,Yes,DSL,Yes,No,No,No,Yes,Yes,No,Two Year,No,Bank Withdrawal,0.0,0.0,7,No,Yes,Yes,46.2,2431.95,0.0,Male,51,No,No,0,93522,Darwin,64,Stayed,No,,
MGGM-XOHFJ,5647-FXOTP,60,1,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,36.71,2202.6,25,Yes,Yes,Yes,105.9,6401.25,0.0,Female,71,Yes,Yes,0,92070,Santa Ysabel,1143,Stayed,No,,
HFXA-FPLCO,5788-YPOEG,34,9,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,9.09,309.06,16,Yes,Yes,Yes,84.75,2839.45,0.0,Female,41,No,Yes,2,93953,Pebble Beach,4602,Stayed,No,,
ZRED-BRTOX,5858-EAFCZ,1,0,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,23.34,23.34,16,No,No,No,44.45,44.45,0.0,Male,45,No,No,0,92377,Rialto,18518,Joined,No,,
TNOB-HSJGS,6285-FTQBF,72,4,No,None,No,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,36.82,2651.04,0,No,No,No,25.55,1867.7,0.0,Male,53,No,Yes,3,90250,Hawthorne,93315,Stayed,No,,
YIXF-GWAUH,6408-WHTEF,72,7,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,2.75,198.0,19,Yes,Yes,Yes,89.4,6376.55,0.0,Male,45,No,Yes,2,93563,Valyermo,413,Stayed,No,,
JXVA-THNPV,6786-OBWQR,5,8,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,47.91,239.55,73,Yes,No,No,80.85,356.1,0.0,Female,20,No,Yes,2,93444,Nipomo,15405,Stayed,No,,
VWIC-MKSVZ,6922-NCEDI,56,0,No,None,No,Yes,No,No,No,No,No,One Year,Yes,Mailed Check,48.63,2723.28,0,No,No,No,21.2,1238.65,0.0,Male,38,No,No,0,92627,Costa Mesa,62069,Stayed,No,,
LFUM-EFMJN,7009-LGECI,4,0,Yes,DSL,Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,22.07,88.28,41,No,No,No,50.55,235.65,0.0,Female,24,No,No,0,91361,Westlake Village,18735,Stayed,No,,
IFMM-GVMWL,7113-HIPFI,66,10,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,26.91,1776.06,30,No,No,No,65.85,4097.05,0.0,Male,59,No,Yes,2,90806,Long Beach,49647,Stayed,No,,
IQNE-TTBLZ,7191-ADRGF,44,1,Yes,Cable,Yes,No,No,No,No,Yes,Yes,Two Year,No,Bank Withdrawal,0.0,0.0,18,Yes,Yes,Yes,54.3,2390.45,0.0,Male,63,No,Yes,0,90504,Torrance,31678,Stayed,No,,
MYVP-GPXZJ,7587-RZNME,3,0,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,48.84,146.52,41,No,No,Yes,43.3,123.65,0.0,Male,23,No,No,0,91355,Valencia,24977,Churned,Yes,Price,Lack of affordable download/upload speed
WUOU-FFTMC,7617-EYGLW,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,46.59,46.59,0,No,No,No,19.45,19.45,0.0,Male,62,No,No,0,95423,Clearlake Oaks,3684,Joined,No,,
JTZI-HEPTV,8120-JDCAM,4,1,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,37.23,148.92,23,No,No,No,69.55,284.9,0.0,Male,42,No,Yes,1,94589,Vallejo,42209,Stayed,No,,
IFHQ-PZPZV,8182-PNAGI,12,0,Yes,DSL,No,Yes,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,46.58,558.96,26,No,No,No,50.25,593.75,0.0,Male,50,No,No,0,90660,Pico Rivera,63288,Churned,Yes,Price,Extra data charges
ILGX-WYTBQ,8224-DWCKX,12,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Two Year,Yes,Credit Card,43.4,520.8,24,No,No,No,73.3,828.05,0.0,Male,78,Yes,No,0,94010,Burlingame,40346,Stayed,No,,
CUEA-WOWVD,8405-IGQFX,63,0,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,40.34,2541.42,8,Yes,No,No,90.05,5817.0,0.0,Female,41,No,No,0,93517,Bridgeport,826,Stayed,No,,
JRAX-NICYG,8450-JOVAH,2,1,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No,Month-to-Month,No,Credit Card,5.67,11.34,53,No,No,No,56.7,113.55,0.0,Male,62,No,Yes,3,91301,Agoura Hills,25303,Churned,Yes,Competitor,Competitor offered higher download speeds
AYAX-CVSQV,8559-WNQZS,1,0,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,43.82,43.82,0,No,No,No,20.45,20.45,0.0,Male,37,No,No,0,95301,Atwater,27808,Joined,No,,
PIXV-HFKUC,8571-ZCMCX,47,1,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.0,0.0,25,Yes,Yes,Yes,60.0,2768.65,0.0,Female,37,No,Yes,2,93706,Fresno,35790,Stayed,No,,
DTUJ-YKCZD,8761-NSOBC,44,0,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,Month-to-Month,No,Bank Withdrawal,42.92,1888.48,23,Yes,Yes,Yes,100.55,4398.15,0.0,Male,41,No,No,0,95948,Gridley,9763,Churned,Yes,Dissatisfaction,Network reliability
ZWGA-KEQMT,9137-UIYPG,35,1,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,26.09,913.15,56,Yes,Yes,Yes,106.9,3756.45,34.47,Female,33,No,Yes,3,95920,Butte City,303,Stayed,No,,
MZUM-CDJHX,9465-RWMXL,32,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,22.57,722.24,11,No,No,No,78.9,2447.95,0.0,Male,62,No,Yes,0,92126,San Diego,74232,Churned,Yes,Competitor,Competitor made better offer
ONPS-SIDUO,9483-GCPWE,9,0,No,None,No,Yes,No,No,No,No,No,One Year,No,Credit Card,27.34,246.06,0,No,No,No,20.1,190.25,0.0,Male,60,No,No,3,92242,Earp,1564,Stayed,No,,
MMEF-JMCTL,9637-EIHEQ,1,0,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,22.82,22.82,27,No,No,No,50.8,50.8,0.0,Female,20,No,No,0,92126,San Diego,74232,Churned,Yes,Competitor,Competitor made better offer
